1.78,1.98,1.83
1.78,1.15,1.84
1.78,1.15,5
1.78,1.15,1.84
1.12,1.15,1.84
1.12,1.15,1.84
1.12,1.16,1.84
1.13,1.16,5
1.13,1.17,5
1.13,2.01,5
1.14,2.01,5
1.15,2.16,5
1.16,5,5
1.16,5,5
1.17,5,5
1.17,2.06,5
1.18,2.07,5
1.19,2.07,5
1.2,2.08,5
1.69,2.07,5
1.87,2.08,5
1.22,2.09,5
1.22,2.09,5
1.23,2.1,5
1.23,2.12,5
1.24,2.13,5
1.25,1.28,5
1.26,1.29,5
1.27,1.98,5
1.27,1.3,5
1.28,1.31,5
1.29,1.32,5
1.3,1.33,5
1.31,1.34,5
1.32,1.34,5
1.33,1.35,5
1.34,1.36,5
1.35,1.37,5
1.36,1.38,1.42
1.37,1.4,1.43
1.39,1.41,1.44
1.4,1.42,1.46
1.42,1.44,1.47
1.44,1.46,1.49
1.46,1.48,1.51
1.48,1.49,1.53
1.5,1.52,5
1.52,1.53,1.56
1.54,1.55,1.58
1.56,1.57,1.6
1.58,1.59,1.61
1.6,1.61,1.63
1.61,1.63,1.65
1.64,1.65,1.67
1.67,1.67,1.69
1.68,1.69,1.71
1.72,1.71,1.73
1.8,1.74,1.75
1.75,1.76,5
1.81,2.62,1.8
1.86,1.81,1.82
2.5,2.66,1.85
2.51,2.67,1.86
2.53,2.69,5
1.95,2.71,5
1.97,2.73,5
1.99,2.75,5
2.01,2.77,5
2.03,2.79,5
2.05,2.8,5
2.07,2.82,5
2.7,2.84,5
0.85,2.86,5
0.85,2.87,5
2.03,2.74,5
2.02,2.76,5
0.85,2.74,5
2.02,2.74,5
0.84,2.77,5
2.02,2.74,5
0.84,2.74,2.89
2.02,2.75,2.89
2.02,2.75,2.88
0.84,2.74,2.88
0.83,2.74,2.88
0.82,2.74,2.88
0.82,2.74,2.88
0.82,2.74,2.88
1.5,2.74,2.88
1.47,2.74,2.88
1.47,2.74,2.88
0.8,2.04,2.88
0.79,2.03,2.76
0.81,2.03,2.75
0.81,2.03,2.74
1.46,0.84,2.73
0.77,2.02,2.73
0.77,2.03,2.73
0.76,1.48,2.74
0.76,1.47,2.75
0.75,0.79,2.75
0.75,1.47,2.04
0.75,0.79,2.03
0.74,0.78,2.04
0.73,0.78,2.03
0.75,0.76,2.04
0.76,0.76,2.04
0.73,0.75,2.04
0.72,0.75,1.48
0.72,0.74,1.47
0.72,0.75,1.47
0.72,0.75,1.48
0.72,0.75,1.48
0.73,0.75,1.48
0.73,0.75,1.48
0.73,0.75,1.48
0.73,0.77,1.49
0.74,0.76,1.49
0.75,0.78,1.5
0.76,5,1.51
0.77,0.81,1.52
0.78,5,1.54
0.81,0.84,1.55
0.82,0.85,1.56
0.84,0.87,1.58
0.86,0.91,1.59
0.88,0.92,1.61
0.9,5,1.62
0.92,5,1.64
0.94,5,1.66
0.96,1,1.68
0.98,5,1.69
1,1.03,1.71
1.02,1.05,1.73
1.04,5,1.75
1.06,5,1.78
1.08,2.33,1.8
1.1,2.34,2.32
1.12,1.16,2.34
1.14,1.18,2.35
1.16,2.39,2.37
1.18,2.4,2.38
1.49,2.42,2.4
5,2.43,1.27
2.66,1.53,2.43
1.27,1.29,2.44
1.28,1.29,2.46
1.29,1.32,2.47
1.31,1.34,2.48
1.32,1.36,2.5
1.34,2.53,2.51
1.36,1.42,2.53
1.38,1.41,2.54
1.39,1.42,2.55
1.38,1.42,1.44
1.37,1.42,1.43
1.37,1.63,1.42
1.37,5,1.43
1.37,1.62,1.43
1.37,1.42,1.43
1.37,1.62,1.43
1.37,5,1.43
1.38,5,1.44
1.38,1.64,1.44
1.39,1.44,1.44
1.4,1.64,1.45
1.41,1.45,1.46
1.42,1.44,1.46
1.42,1.45,1.47
1.43,1.45,1.48
1.43,1.45,1.48
1.43,1.45,1.47
1.43,1.45,1.47
1.42,1.44,1.47
1.42,1.44,1.47
1.42,1.44,1.47
1.42,1.44,1.47
1.42,1.44,1.48
1.42,1.44,2.63
1.42,1.46,1.56
1.41,1.45,1.46
1.41,1.43,1.46
1.41,1.42,1.45
1.41,1.42,1.45
1.41,1.42,1.44
1.41,1.42,1.44
1.41,1.42,1.43
1.41,1.42,1.45
1.41,1.42,1.61
1.41,1.42,1.44
1.41,1.41,1.43
1.41,1.41,1.43
1.42,1.41,1.42
1.42,1.41,1.42
1.42,1.41,1.42
0.57,1.41,1.42
0.56,1.41,1.44
0.56,1.41,1.42
0.55,1.42,1.42
0.54,1.42,1.42
1.43,1.42,1.42
1.44,1.42,1.42
1.44,1.43,1.42
0.52,1.42,1.42
0.51,1.43,1.42
0.51,1.43,1.42
0.5,1.43,1.42
0,1.44,1.42
0,1.44,1.43
0.81,1.45,1.43
0,1.46,1.44
0,1.48,1.44
0,0.55,1.44
0,0.51,1.44
0,0.51,1.45
0,0.51,1.45
0,0.5,1.45
0,0,1.46
0,0.82,1.52
0,0,1.53
0,0,1.48
0,0,1.48
0,0,1.49
0,0,1.48
0,0,1.57
0,0,1.57
0,0,1.53
0,0,1.49
0.51,0.51,1.55
0.53,0.52,1.56
0.54,0.53,1.57
0.55,0.54,1.59
0.57,0.56,1.6
0.58,0.58,0.61
0.6,0.59,1.54
0.59,0.61,1.55
0.61,0.63,1.56
0.63,0.65,1.56
0.65,0.67,1.56
0.66,0.69,1.57
0.71,0.71,1.58
0.74,0.72,1.59
0.72,0.74,1.6
0.74,0.76,1.61
0.76,0.78,1.61
0.78,0.8,1.62
0.79,0.82,0.86
0.81,0.84,1.63
0.83,0.86,0.9
0.85,0.87,1.66
0.86,0.89,1.66
0.88,0.9,1.67
0.89,0.92,1.68
0.91,0.93,1.69
0.92,0.95,1.69
0.93,0.96,1.69
0.94,1.33,1.7
0.97,1.34,1.72
0.98,1.36,1.73
1,1.36,1.74
1.01,2.06,1.98
1.03,2.06,1.99
1.03,2.07,2.01
1.05,2.09,2.02
1.06,1.11,2.04
1.08,2.11,2.06
1.11,2.18,2.07
1.12,1.17,2.09
1.14,1.46,2.1
1.16,1.48,1.49
1.18,1.48,1.51
1.2,1.49,2.15
1.22,1.5,1.27
1.23,1.27,1.29
1.25,1.52,2.2
1.27,1.53,2.22
1.29,1.54,1.36
1.31,1.36,1.36
1.33,1.38,1.38
1.35,1.58,1.4
1.37,1.59,1.42
1.39,1.43,1.44
1.41,1.46,1.46
1.43,1.46,1.48
1.45,1.48,1.5
1.46,1.5,1.52
1.48,1.52,1.54
1.5,1.53,1.55
1.52,1.55,1.57
1.54,1.57,1.59
1.56,1.6,1.61
1.58,1.61,1.63
1.6,1.63,1.65
1.62,1.65,1.67
1.64,1.66,1.69
1.79,1.79,1.79
1.78,2.14,1.81
1.84,2.22,1.89
1.86,1.98,1.91
1.88,2.79,1.93
1.89,2.8,1.95
1.92,2.82,1.98
1.94,2.83,2.82
1.95,2.85,2.84
1.97,2.01,2.85
1.99,2.87,2.87
2.01,2.89,2.91
2.03,2.9,2.91
2.05,2.92,2.92
2.06,2.93,2.94
2.08,2.13,2.97
2.11,2.15,2.99
2.12,2.03,2.01
2.13,2.03,2.01
2.14,2.99,2.02
2.16,2.19,2.02
2.18,2.04,2.25
2.2,2.22,2.01
2.05,3.05,2.01
2.05,3.06,2.01
2.05,2.03,2.01
2.05,2.04,2.02
2.05,2.31,5
2.28,5,2.03
2.3,2.06,2.03
2.32,2.05,2.03
2.08,2.05,2.03
2.08,2.05,2.04
2.08,2.06,2.05
2.09,2.07,2.06
2.41,2.11,2.07
2.43,5,2.08
2.46,2.1,2.1
2.15,2.11,2.11
2.15,2.12,2.12
2.15,2.14,2.14
2.16,2.15,2.16
2.17,2.16,2.18
2.18,2.17,2.18
2.2,2.19,2.21
2.21,2.2,2.2
2.22,2.21,2.2
2.23,2.23,2.21
2.2,2.24,2.21
2.2,2.25,2.22
2.21,2.26,2.17
2.21,2.26,2.17
2.22,2.26,2.17
2.25,2.27,2.18
2.29,2.27,2.18
2.3,2.28,2.2
2.31,2.29,2.2
2.36,2.25,2.21
2.29,2.32,1.66
2.39,2.24,1.66
2.28,2.25,2.24
2.36,2.26,1.69
2.37,2.27,1.68
2.08,2.28,1.68
2.09,2.29,1.69
2.1,1.72,1.7
2.12,1.72,1.7
1.76,1.73,1.65
2.35,1.75,1.73
2.35,2.35,1.66
2.36,1.76,1.57
2.37,1.76,1.58
1.8,1.77,1.55
1.81,1.79,1.55
1.81,1.8,1.57
1.82,1.8,1.58
1.83,1.81,1.58
2.42,1.81,1.8
2.42,1.8,1.8
2.42,1.8,1.8
2.42,1.8,1.64
2.42,1.81,1.8
2.42,1.81,1.8
2.42,1.81,1.59
2.42,1.82,1.67
2.42,2.2,1.67
2.43,2.42,1.72
2.43,1.82,1.8
2.44,1.81,1.8
2.23,1.82,1.8
2.23,1.82,1.81
2.61,1.83,1.81
2.61,1.83,1.81
2.53,2.43,1.81
2.55,2.44,1.82
2.6,2.45,2.43
2.6,2.45,2.43
2.6,2.62,1.83
2.6,2.61,2.43
2.6,2.61,1.84
2.57,2.62,2.44
2.56,2.55,2.44
2.61,2.55,2.44
2.61,2.55,2.45
2.61,2.61,2.45
2.51,2.61,2.55
2.52,2.61,2.55
2.62,2.61,2.25
2.63,2.61,2.62
2.62,2.61,2.65
2.62,2.61,2.57
2.63,2.61,2.62
2.63,2.62,2.61
5,2.62,2.61
2.66,2.62,2.61
5,2.62,2.61
3.69,2.63,2.62
3.68,2.63,2.62
3.64,2.63,2.62
3.64,5,2.62
3.62,5,2.62
3.62,5,2.62
3.62,5,2.63
3.62,5,2.63
3.61,5,2.64
3.61,5,2.65
3.62,3.67,5
3.62,5,5
3.62,3.62,5
3.63,3.62,5
3.68,3.63,5
4.85,3.62,5
3.68,3.62,5
4.41,3.62,5
4.41,3.63,5
4.41,3.65,5
4.41,3.63,3.69
4.42,3.63,3.69
4.42,3.63,3.69
4.42,3.64,3.7
4.42,3.65,5
4.43,5,5
4.44,3.67,3.74
4.44,5,3.75
4.45,3.71,3.74
4.46,3.72,2.72
4.47,3.73,2.72
4.49,5,2.73
4.5,2.77,3.81
4.51,5,2.75
1.52,3.8,2.76
4.54,5,2.76
4.55,3.83,3.87
4.56,5,3.89
1.32,3.87,3.91
4.59,3.88,3.92
4.6,5,3.94
1.65,3.93,3.96
0.91,3.94,3.98
0.91,5,4
0.93,5,4.02
0.94,5,4.03
0.95,4.05,4.05
0.95,4.07,5
